strain	submitting_lab	originating_lab	virus	segment
A/Manitoba/RV2032-10/2009	other_database_import		h1n1pdm	na
A/Malaysia/9451/2009	other_database_import		h1n1pdm	na
A/Singapore/GP437/2010	other_database_import		h1n1pdm	na
A/Bangalore/11658-15/2009	other_database_import		h1n1pdm	na
A/Morocco/893/2009	national_institute_of_hygiene	institut_national_d_hygiene,_ministere_de_la_sante_sante	h1n1pdm	na
A/Oman/SQUH-40/2010	other_database_import		h1n1pdm	na
A/Guangdong-Luohu/SWL130/2010-egg	who_chinese_national_influenza_center		h1n1pdm	na
A/Argentina/HNRG16/2009-egg	other_database_import		h1n1pdm	na
A/Fiji/2184/2009-egg	who_collaborating_centre_for_reference_and_research_on_influenza	national_centre_for_scientific_services_for_virology__and_vector_borne_diseases	h1n1pdm	na
A/NewYork/102/2009	centers_for_disease_control_and_prevention	westchester_county_department_of_laboratories_&_research	h1n1pdm	na
A/Argentina/HNRG13/2009-egg	other_database_import		h1n1pdm	na
A/Mexico/4593/2009	centers_for_disease_control_and_prevention	laboratorio_de_virus_respiratorio	h1n1pdm	na
A/NewYork/14/2009-egg	centers_for_disease_control_and_prevention		h1n1pdm	na
A/Argentina/HNRG21/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG18/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG39/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG32/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG20/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG31/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG14/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG42/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG40/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG33/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG48/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG5/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG36/2009-egg	other_database_import		h1n1pdm	na
A/Argentina/HNRG15/2009-egg	other_database_import		h1n1pdm	na
A/India/4725/2009	centers_for_disease_control_and_prevention	national_institute_of_virology	h1n1pdm	na
A/NewYork/37/2009-egg	centers_for_disease_control_and_prevention		h1n1pdm	na
A/Australia/38/2009	other_database_import		h1n1pdm	na
A/Australia/47/2009	other_database_import		h1n1pdm	na
A/Guangdong-Ruizhou/SWL1433/2009-egg	who_chinese_national_influenza_center		h1n1pdm	na
A/Chiba/17/2010	national_institute_of_infectious_diseases_(niid)	chiba_prefectural_institute_of_public_health	h1n1pdm	na
A/Aichi/118/2010	aichi_prefectural_institute_of_public_health	aichi_prefectural_institute_of_public_health	h1n1pdm	na
A/Texas/461917783/2009	other_database_import		h1n1pdm	na
A/SouthCarolina/10/2010-egg	other_database_import		h1n1pdm	na
A/SouthCarolina/2/2010-egg	centers_for_disease_control_and_prevention	south_carolina_department_of_health	h1n1pdm	na
A/India/NIV1028800/2010	other_database_import		h1n1pdm	na
A/India/NIV1028816/2010	other_database_import		h1n1pdm	na
A/Stockholm/5/2010	swedish_institute_for_infectious_disease_control	swedish_institute_for_infectious_disease_control	h1n1pdm	na
A/SriLanka/23194/2010	other_database_import		h1n1pdm	na
A/Ontario/741328/2010	other_database_import		h1n1pdm	na
A/Yokohama/84/2010	national_institute_of_infectious_diseases_(niid)	yokohama_city_institute_of_public_health.	h1n1pdm	na
A/Yamagata/203/2011	national_institute_of_infectious_diseases_(niid)	yamagata_prefectural_institute_of_public_health	h1n1pdm	na
A/HongKong/3934/2011	national_institute_for_medical_research	government_virus_unit	h1n1pdm	na
A/Uganda/MUWRP-240/2011	other_database_import		h1n1pdm	na
A/StPetersburg/11/2011-egg	centers_for_disease_control_and_prevention	russian_academy_of_medical_sciences	h1n1pdm	na
A/Boston/DOA14/2011	other_database_import		h1n1pdm	na
A/NewYork/20/2009-egg	centers_for_disease_control_and_prevention	new_york_city_department_of_health	h1n1pdm	na
A/NewYork/24/2009-egg	centers_for_disease_control_and_prevention		h1n1pdm	na
A/NewYork/37/2009	centers_for_disease_control_and_prevention		h1n1pdm	na
A/NewYork/20/2009	centers_for_disease_control_and_prevention	new_york_city_department_of_health	h1n1pdm	na
A/Ohio/7/2009	centers_for_disease_control_and_prevention	ohio_department_of_health_laboratories	h1n1pdm	na
A/Ivanovo/CRIE-KOE/2009	other_database_import		h1n1pdm	na
A/Ghana/FS-1921/2009	national_institute_for_medical_research	university_of_ghana	h1n1pdm	na
A/Tomsk/3/2009	other_database_import		h1n1pdm	na
A/Belarus/94/2009-egg	national_institute_for_medical_research	laboratory_of_influenza_and_ili_	h1n1pdm	na
A/Tver/IIV2969/2009	other_database_import		h1n1pdm	na
A/Iraq/8531/2009-egg	centers_for_disease_control_and_prevention	u.s._air_force_school_of_aerospace_medicine	h1n1pdm	na
A/Orenburg/IIV-13/2010-egg		seasonal_h1n1pdm	h1n1pdm	na
A/Wisconsin/629-D01244/2009	other_database_import		h1n1pdm	na
A/Yaroslavl/IIV-198/2009-egg		seasonal_h1n1pdm	h1n1pdm	na
A/Vietnam/13032008/2009	other_database_import		h1n1pdm	na
A/Bishkek/3/2009	other_database_import		h1n1pdm	na
A/Taiwan/65052/2010	other_database_import		h1n1pdm	na
A/Assam/2585/2010	other_database_import		h1n1pdm	na
A/Sendai/TU11/2010	other_database_import		h1n1pdm	na
A/Thailand/KS08356/2010	other_database_import		h1n1pdm	na
A/Malatya/TR-29/2011	national_institute_for_medical_research	refik_saydam_national_public_health_agency	h1n1pdm	na
A/Taiwan/967/2011-egg	centers_for_disease_control_and_prevention	center_for_disease_control	h1n1pdm	na
A/Taiwan/1325/2011	national_institute_of_infectious_diseases_(niid)	center_for_disease_control	h1n1pdm	na
A/Jiangsu-Nanjinggulou/SWL11133/2009	who_chinese_national_influenza_center		h1n1pdm	na
A/Fujian-Yanping/SWL146/2010	who_chinese_national_influenza_center		h1n1pdm	na
A/Korea/3623/2009-egg	centers_for_disease_control_and_prevention	u.s._air_force_school_of_aerospace_medicine	h1n1pdm	na
A/Chongqing-Nanchuan/SWL31/2010-egg	who_chinese_national_influenza_center		h1n1pdm	na
A/Shenzhen/71/2009	other_database_import		h1n1pdm	na
A/Jiangsu/S61/2009	other_database_import		h1n1pdm	na
A/Guangxi/SWL9/2009	who_chinese_national_influenza_center		h1n1pdm	na
A/Jiangxi-Donghu/SWL54/2010	who_chinese_national_influenza_center		h1n1pdm	na
A/Shanghai-Zhangning/SWL1700/2010-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	h1n1pdm	na
A/Hubei-Hongshan/SWL143/2010-egg	who_chinese_national_influenza_center		h1n1pdm	na
A/Russia/100/2009-egg	other_database_import		h1n1pdm	na
A/Beijing/718/2009	other_database_import		h1n1pdm	na
A/Xian/10/2009	other_database_import		h1n1pdm	na
A/Shanxi-Lishi/SWL530/2009	who_chinese_national_influenza_center		h1n1pdm	na
A/Sichuan-Cuiping/SWL1197/2009	who_chinese_national_influenza_center		h1n1pdm	na
A/Hunan-Yueyanglou/SWL1432/2009-egg	who_chinese_national_influenza_center		h1n1pdm	na
A/Jiangxi-Donghu/SWL131/2010	who_chinese_national_influenza_center		h1n1pdm	na
A/Tianjin-Hexi/SWL11/2010	who_chinese_national_influenza_center		h1n1pdm	na
A/TianjinNinghe/SWL49/2009	other_database_import		h1n1pdm	na
A/Guangdong/4220/2010	other_database_import		h1n1pdm	na
A/HongKong/1886/2010	national_institute_for_medical_research	government_virus_unit	h1n1pdm	na
A/Neimenggu-Huimin/SWL18/2010-egg	who_chinese_national_influenza_center		h1n1pdm	na
A/Chongqing-Yuzhong/SWL119/2010	who_chinese_national_influenza_center		h1n1pdm	na
A/Osaka/58/2010	national_institute_of_infectious_diseases_(niid)	osaka_prefectural_institute_of_public_health	h1n1pdm	na
A/Fujian-Gulou/SWL1494/2010-egg	who_chinese_national_influenza_center		h1n1pdm	na
A/Olgii/9911/2009	other_database_import		h1n1pdm	na
A/Bangalore/8973-04/2009	other_database_import		h1n1pdm	na
A/Yavatmal/NIV9438/2009	other_database_import		h1n1pdm	na
A/Kenya/53/2009	other_database_import		h1n1pdm	na
A/Russia/12/2009-egg	other_database_import		h1n1pdm	na
A/Vologda/3/2010-egg		seasonal_h1n1pdm	h1n1pdm	na
A/Ankara/WR1429T/2009	other_database_import		h1n1pdm	na
A/Oman/SQUH-36/2010	other_database_import		h1n1pdm	na
A/Sydney/DD3-11/2010	other_database_import		h1n1pdm	na
A/Shanghai/SWL4/2009-egg	who_chinese_national_influenza_center		h1n1pdm	na
A/Russia/74/2009-egg	other_database_import		h1n1pdm	na
A/Umea/9/2009	swedish_institute_for_infectious_disease_control		h1n1pdm	na
A/Russia/19/2009-egg	other_database_import		h1n1pdm	na
A/Brazil/8546/2010	centers_for_disease_control_and_prevention	national_influenza_center	h1n1pdm	na
A/Hungary/2/2010	other_database_import		h1n1pdm	na
A/Russia/165/2009-egg	other_database_import		h1n1pdm	na
A/Russia/180/2009-egg	other_database_import		h1n1pdm	na
A/Russia/178/2009-egg	other_database_import		h1n1pdm	na
A/Ternopil/5/2009	national_institute_for_medical_research	institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine	h1n1pdm	na
A/Russia/190/2009-egg	other_database_import		h1n1pdm	na
A/Tver/IIV-183/2009-egg		seasonal_h1n1pdm	h1n1pdm	na
A/Karasuk/1/2010	other_database_import		h1n1pdm	na
A/StPetersburg/20/2010-egg		seasonal_h1n1pdm	h1n1pdm	na
A/Orenburg/IIV-13/2010	other_database_import		h1n1pdm	na
A/Cherkasy/333/2009-egg	national_institute_for_medical_research	institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine	h1n1pdm	na
A/Cherkasy/346/2009-egg	national_institute_for_medical_research	institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine	h1n1pdm	na
A/Russia/171/2009-egg	other_database_import		h1n1pdm	na
A/Ukraine/131/2010	national_institute_for_medical_research	institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine	h1n1pdm	na
A/Darwin/2131/2009-egg	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	h1n1pdm	na
A/Wellington/232/2009	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_environmental_science_and_research	h1n1pdm	na
A/WallisAndFutuna/2000/2009	who_collaborating_centre_for_reference_and_research_on_influenza	laboratoire_de_biologie_medicale	h1n1pdm	na
A/StPetersburg/14/2010	other_database_import		h1n1pdm	na
A/Fiji/2173/2009-egg	who_collaborating_centre_for_reference_and_research_on_influenza	national_centre_for_scientific_services_for_virology__and_vector_borne_diseases	h1n1pdm	na
A/Victoria/2112/2009	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	h1n1pdm	na
A/Srilanka/2001/2009	who_collaborating_centre_for_reference_and_research_on_influenza		h1n1pdm	na
A/Tasmania/2004/2009-egg	who_collaborating_centre_for_reference_and_research_on_influenza	royal_hobart_hospital	h1n1pdm	na
A/Fiji/2029/2009-egg	who_collaborating_centre_for_reference_and_research_on_influenza	national_centre_for_scientific_services_for_virology__and_vector_borne_diseases	h1n1pdm	na
A/Guam/2/2010	who_collaborating_centre_for_reference_and_research_on_influenza	pihoa_regional_public_health_laboratory_services	h1n1pdm	na
A/Darwin/2141/2009-egg	who_collaborating_centre_for_reference_and_research_on_influenza	royal_darwin_hospital	h1n1pdm	na
A/Darwin/2143/2009-egg	who_collaborating_centre_for_reference_and_research_on_influenza	royal_darwin_hospital	h1n1pdm	na
A/Australia/4/2009	other_database_import		h1n1pdm	na
A/Australia/1/2009	other_database_import		h1n1pdm	na
A/StPetersburg/3/2009-egg	centers_for_disease_control_and_prevention	russian_academy_of_medical_sciences	h1n1pdm	na
A/Singapore/ON2195/2009	other_database_import		h1n1pdm	na
A/Australia/69/2009	other_database_import		h1n1pdm	na
A/Australia/64/2009	other_database_import		h1n1pdm	na
A/Australia/66/2009	other_database_import		h1n1pdm	na
A/Yaroslavl/IIV-196/2009-egg		seasonal_h1n1pdm	h1n1pdm	na
A/Vermont/30/2009-egg	centers_for_disease_control_and_prevention	vermont_department_of_health_laboratory	h1n1pdm	na
A/MexicoCity/INER17/2010	other_database_import		h1n1pdm	na
A/NewYork/2/2011	centers_for_disease_control_and_prevention	new_york_city_department_of_health	h1n1pdm	na
A/Massachusetts/9/2011	centers_for_disease_control_and_prevention	massachusetts_department_of_public_health	h1n1pdm	na
A/Townsville/31/2011	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_scientific_services	h1n1pdm	na
A/Vermont/4/2011-egg	centers_for_disease_control_and_prevention	new_york_state_department_of_health	h1n1pdm	na
A/Vermont/4/2011	centers_for_disease_control_and_prevention	new_york_state_department_of_health	h1n1pdm	na
A/Mexico/2208/2011-egg	centers_for_disease_control_and_prevention	laboratorio_de_virus_respiratorio	h1n1pdm	na
A/Pennsylvania/2/2011-egg	centers_for_disease_control_and_prevention	pennsylvania_department_of_health	h1n1pdm	na
A/Pennsylvania/2/2011	centers_for_disease_control_and_prevention	pennsylvania_department_of_health	h1n1pdm	na
A/Usa/7O10/2011		university_of_washington	h1n1pdm	na
A/Usa/7O9/2011		university_of_washington	h1n1pdm	na
A/Ecuador/IEC00027/2010	other_database_import		h1n1pdm	na
A/Maryland/4/2011-egg	centers_for_disease_control_and_prevention	maryland_department_of_health_and_mental_hygiene	h1n1pdm	na
A/Maryland/4/2011	centers_for_disease_control_and_prevention	maryland_department_of_health_and_mental_hygiene	h1n1pdm	na
A/NewYork/16/2009-egg	centers_for_disease_control_and_prevention		h1n1pdm	na
A/Argentina/HNRG105/2009-egg	other_database_import		h1n1pdm	na
A/Hiroshima/201/2009-egg	other_database_import		h1n1pdm	na
A/Toyama/437/2009	other_database_import		h1n1pdm	na
A/Morocco/270/2009	national_institute_of_hygiene	institut_national_d_hygiene,_ministere_de_la_sante_sante	h1n1pdm	na
A/Morocco/274/2009	national_institute_of_hygiene	institut_national_d_hygiene,_ministere_de_la_sante_sante	h1n1pdm	na
A/NewYork/33/2009-egg	centers_for_disease_control_and_prevention		h1n1pdm	na
A/Argentina/7967/2009	other_database_import		h1n1pdm	na
A/KathmanduBGN/1-1/2009	national_institute_for_medical_research	headquarters_british_gurkhas_nepal	h1n1pdm	na
A/Srilanka/21/2010	who_collaborating_centre_for_reference_and_research_on_influenza	medical_research_institute	h1n1pdm	na
A/Bangalore/6106-16/2010	other_database_import		h1n1pdm	na
A/Singapore/TT67/2011	other_database_import		h1n1pdm	na
A/Taiwan/90262/2011	other_database_import		h1n1pdm	na
A/SriLanka/21406/2010	other_database_import		h1n1pdm	na
A/SriLanka/23127/2010	other_database_import		h1n1pdm	na
A/SriLanka/20703/2010	other_database_import		h1n1pdm	na
A/Casablanca/117/2011	other_database_import		h1n1pdm	na
A/Pavia/129/2011	other_database_import		h1n1pdm	na
A/SriLanka/2290/2011	other_database_import		h1n1pdm	na
A/Pavia/87/2011	other_database_import		h1n1pdm	na
A/SriLanka/1011/2011	other_database_import		h1n1pdm	na
A/Johannesburg/146/2011	national_institute_for_medical_research	national_institute_for_communicable_disease	h1n1pdm	na
A/Johannesburg/128/2011	national_institute_for_medical_research	national_institute_for_communicable_disease	h1n1pdm	na
A/Singapore/KK738/2010	other_database_import		h1n1pdm	na
A/SriLanka/1082/2011	other_database_import		h1n1pdm	na
A/Milan/40/2011	other_database_import		h1n1pdm	na
A/Argentina/1171/2011	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	h1n1pdm	na
A/Bolivia/262/2011	centers_for_disease_control_and_prevention	instituto_nacional_de_laboratoriosde_salud_(inlasa)	h1n1pdm	na
A/Bolivia/258/2011	centers_for_disease_control_and_prevention	instituto_nacional_de_laboratoriosde_salud_(inlasa)	h1n1pdm	na
A/Singapore/GP917/2011	other_database_import		h1n1pdm	na
A/Singapore/SGH01/2011	other_database_import		h1n1pdm	na
A/Singapore/GP4565/2010	other_database_import		h1n1pdm	na
A/Malaysia/478/2011-egg	who_collaborating_centre_for_reference_and_research_on_influenza	institut_penyelidikan_perubatan	h1n1pdm	na
A/Malaysia/478/2011	who_collaborating_centre_for_reference_and_research_on_influenza	institut_penyelidikan_perubatan	h1n1pdm	na
A/Darwin/70/2011-egg	who_collaborating_centre_for_reference_and_research_on_influenza	royal_darwin_hospital	h1n1pdm	na
A/Darwin/70/2011	who_collaborating_centre_for_reference_and_research_on_influenza	royal_darwin_hospital	h1n1pdm	na
A/Argentina/8169/2009	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	h1n1pdm	na
A/NewYork/23/2009	centers_for_disease_control_and_prevention		h1n1pdm	na
A/Madagascar/95/2010	national_institute_for_medical_research	institut_pasteur_de_madagascar	h1n1pdm	na
A/Lagos/WRAIR1982N/2009	other_database_import		h1n1pdm	na
A/Nigeria/1506/2010	centers_for_disease_control_and_prevention	cdc_gap_nigeria	h1n1pdm	na
A/Oklahoma/10/2009-egg	centers_for_disease_control_and_prevention	u.s._air_force_school_of_aerospace_medicine	h1n1pdm	na
A/Honduras/6132/2010	centers_for_disease_control_and_prevention	laboratorio_nacional_de_virologia	h1n1pdm	na
A/Nigeria/1938/2010	centers_for_disease_control_and_prevention	cdc_gap_nigeria	h1n1pdm	na
A/Tennessee/F1076A/2010	other_database_import		h1n1pdm	na
A/Tennessee/F1093A/2010	other_database_import		h1n1pdm	na
A/Alabama/4/2010	centers_for_disease_control_and_prevention	adph_bureau_of_clinical_laboratories	h1n1pdm	na
A/Panama/307168/2010	centers_for_disease_control_and_prevention	instituto_conmemorativo_gorgas_de_estudios_de_la_salud	h1n1pdm	na
A/Tennessee/F1083c80/2010	other_database_import		h1n1pdm	na
A/Cyprus/S14/2009	national_institute_for_medical_research	nicosia_general_hospital	h1n1pdm	na
A/Palencia/42/2009-egg		seasonal_h1n1pdm	h1n1pdm	na
A/Cyprus/S11/2009	national_institute_for_medical_research	nicosia_general_hospital	h1n1pdm	na
A/Cameroon/357/2009	national_institute_for_medical_research	centre_pasteur_du_cameroun	h1n1pdm	na
A/Catalonia/S1236/2009	other_database_import		h1n1pdm	na
A/Mombasa/512/2009	kenya_medical_research_institute	ari_unit,_kenya_medical_research_institute_(kemri___nic),_centre_for_virus_research_annex,_p.o_box_54628	h1n1pdm	na
A/TransNzoia/168/2009	kenya_medical_research_institute	ari_unit,_kenya_medical_research_institute_(kemri___nic),_centre_for_virus_research_annex,_p.o_box_54628	h1n1pdm	na
A/Uganda/543/2009	centers_for_disease_control_and_prevention	uganda_virus_research_institute_(uvri),_national_influenza_center	h1n1pdm	na
A/Uganda/MUWRP-176/2010	other_database_import		h1n1pdm	na
